0.0,0.0,0
0.0,18.05,0
0.0,36.1,0
0.0,54.15,0
19.05,-3.0,0
19.05,15.05,0
19.05,33.1,0
19.05,51.15,0
38.1,-8.0,0
38.1,10.05,0
38.1,28.1,0
38.1,46.15,0
57.15,-2.0,0
57.15,16.05,0
57.15,34.1,0
57.15,52.15,0
76.2,3.0,0
76.2,21.05,0
76.2,39.1,0
76.2,57.15,0
97.25, 65.175, -45
